,ProductID,ProductWeight,Fat_Content,PackingVisibility,ProductCategory,MRP,Outlet-ID,Outlet_started_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
2294,92,385,1,4620,7,4501,0,3,1.61,2,0,364
2295,795,332,2,4557,4,772,3,8,2.0,2,2,653
2296,1265,406,1,7159,9,53,2,7,1.61,1,1,920
2297,936,321,2,7707,0,1087,3,8,2.0,2,2,872
2298,57,263,1,6164,4,177,7,5,1.61,1,1,568
2299,821,368,1,1151,4,2124,7,5,1.61,1,1,2462
2300,59,363,1,887,14,3402,6,6,3.0,1,1,1590
2301,510,153,1,509,10,2367,3,8,2.0,2,2,1477
2302,755,108,1,5506,6,2669,9,4,2.0,0,1,1504
2303,1065,331,1,3363,1,5029,8,2,3.0,0,1,3170
2304,774,375,1,3852,0,1734,6,6,3.0,1,1,566
2305,336,0,1,3390,6,198,5,0,2.0,2,3,888
2306,557,31,2,2053,3,4405,2,7,1.61,1,1,2266
2307,1090,384,1,5537,5,4743,6,6,3.0,1,1,2024
2308,770,220,0,3242,6,459,9,4,2.0,0,1,594
2309,937,172,1,3530,3,2516,8,2,3.0,0,1,1539
2310,783,324,1,2328,0,5245,6,6,3.0,1,1,1617
2311,867,340,1,6867,0,1054,6,6,3.0,1,1,227
2312,1223,380,1,4865,13,2709,0,3,1.61,2,0,247
2313,625,92,1,6180,2,2781,0,3,1.61,2,0,107
2314,372,123,2,3255,3,3313,7,5,1.61,1,1,1675
2315,654,0,1,4812,3,4816,5,0,2.0,2,3,3107
2316,1346,404,1,4045,9,5509,1,1,1.0,2,1,1388
2317,1359,393,1,7667,11,5474,9,4,2.0,0,1,2491
2318,1465,378,1,1034,9,3734,0,3,1.61,2,0,150
2319,191,291,2,1762,3,3992,7,5,1.61,1,1,2174
2320,236,0,1,4565,3,5788,5,0,2.0,2,3,2711
2321,153,193,0,3001,0,1597,7,5,1.61,1,1,972
2322,81,0,1,6981,7,3516,5,0,2.0,2,3,2114
2323,319,399,2,803,5,4154,9,4,2.0,0,1,1999
2324,1098,24,2,7800,4,674,0,3,1.61,2,0,24
2325,421,0,2,3960,13,2282,4,0,3.0,0,0,83
2326,1352,0,0,3192,8,3275,5,0,2.0,2,3,1756
2327,967,0,2,1036,3,4335,4,0,3.0,0,0,522
2328,1175,114,2,1807,0,952,2,7,1.61,1,1,961
2329,1166,341,1,5210,0,1110,1,1,1.0,2,1,661
2330,1413,352,1,0,8,461,9,4,2.0,0,1,416
2331,921,51,4,0,6,5735,9,4,2.0,0,1,1606
2332,482,37,2,3919,13,855,3,8,2.0,2,2,1032
2333,495,386,2,4207,5,3133,8,2,3.0,0,1,1612
2334,323,0,2,5575,13,2823,5,0,2.0,2,3,2512
2335,797,337,2,4112,5,3317,8,2,3.0,0,1,2222
2336,1191,182,1,7780,6,3685,0,3,1.61,2,0,737
2337,1363,0,1,6957,8,835,4,0,3.0,0,0,30
2338,437,290,1,5415,0,1987,7,5,1.61,1,1,1079
2339,522,378,2,6647,10,1880,2,7,1.61,1,1,1254
2340,116,358,1,0,7,312,0,3,1.61,2,0,106
2341,1543,334,1,5083,8,659,2,7,1.61,1,1,1099
2342,249,343,2,2993,6,2096,2,7,1.61,1,1,1465
2343,637,357,1,5524,13,5045,2,7,1.61,1,1,3023
2344,97,404,1,2419,4,5006,1,1,1.0,2,1,940
2345,206,213,1,7706,13,3261,0,3,1.61,2,0,299
2346,255,385,1,5940,6,1537,1,1,1.0,2,1,1095
2347,278,367,0,0,3,2384,8,2,3.0,0,1,1948
2348,598,294,2,4259,5,5208,6,6,3.0,1,1,2416
2349,604,362,2,4272,4,4138,9,4,2.0,0,1,1790
2350,1047,327,2,7045,3,4694,0,3,1.61,2,0,192
2351,166,362,2,3367,5,2664,2,7,1.61,1,1,1411
2352,582,391,1,6332,5,1929,9,4,2.0,0,1,1502
2353,827,377,1,217,13,3637,6,6,3.0,1,1,2221
2354,175,83,1,399,10,180,2,7,1.61,1,1,919
2355,832,285,2,2145,10,3298,6,6,3.0,1,1,2894
2356,805,307,2,2413,5,3980,2,7,1.61,1,1,2358
2357,55,0,1,5456,7,3238,5,0,2.0,2,3,1850
2358,996,72,1,3220,0,1721,1,1,1.0,2,1,1158
2359,386,410,1,5896,15,5109,8,2,3.0,0,1,797
2360,438,372,2,3262,3,2894,8,2,3.0,0,1,1176
2361,721,329,2,2572,13,1301,3,8,2.0,2,2,573
2362,579,366,2,5751,0,1600,6,6,3.0,1,1,925
2363,901,314,1,2774,6,4362,2,7,1.61,1,1,2687
2364,679,329,1,1196,6,3537,9,4,2.0,0,1,2935
2365,895,395,2,5027,13,2229,9,4,2.0,0,1,975
2366,982,395,2,1098,6,2517,7,5,1.61,1,1,2042
2367,763,366,2,5174,6,1795,1,1,1.0,2,1,1530
2368,236,415,1,4574,3,5775,6,6,3.0,1,1,3055
2369,962,361,2,6440,6,740,6,6,3.0,1,1,158
2370,1265,406,1,7134,9,56,1,1,1.0,2,1,38
2371,319,399,2,798,5,4173,1,1,1.0,2,1,2397
2372,1530,377,1,638,9,4131,2,7,1.61,1,1,2569
2373,1157,4,2,6053,3,5329,2,7,1.61,1,1,2632
2374,129,55,1,5,7,3340,3,8,2.0,2,2,1162
2375,526,315,2,5748,13,2649,9,4,2.0,0,1,1057
2376,774,375,1,0,0,1814,1,1,1.0,2,1,1446
2377,472,321,2,2164,10,4725,8,2,3.0,0,1,3040
2378,1021,0,1,1959,6,2130,5,0,2.0,2,3,2287
2379,456,273,1,5304,5,4949,7,5,1.61,1,1,1385
2380,1279,78,1,6523,9,5884,9,4,2.0,0,1,2398
2381,1094,290,1,0,13,5496,6,6,3.0,1,1,2787
2382,1153,369,1,6167,13,3409,2,7,1.61,1,1,711
2383,438,372,2,3270,3,2889,9,4,2.0,0,1,1361
2384,372,123,2,5100,3,3358,0,3,1.61,2,0,132
2385,986,120,2,7075,0,1472,2,7,1.61,1,1,2687
2386,1125,361,2,6217,0,4222,3,8,2.0,2,2,2415
2387,378,349,1,7302,15,1945,6,6,3.0,1,1,1006
2388,1291,164,1,5721,9,5613,3,8,2.0,2,2,872
2389,410,377,1,3875,5,289,8,2,3.0,0,1,399
2390,902,324,2,7320,6,5413,8,2,3.0,0,1,2586
2391,1223,380,1,3081,13,2679,8,2,3.0,0,1,1589
2392,271,308,2,113,4,3215,1,1,1.0,2,1,1535
2393,116,358,3,1913,7,299,6,6,3.0,1,1,998
2394,1451,344,1,0,11,707,0,3,1.61,2,0,25
2395,1048,0,1,6025,4,660,5,0,2.0,2,3,1586
2396,607,384,1,354,6,3543,7,5,1.61,1,1,2214
2397,1252,408,2,0,0,1696,2,7,1.61,1,1,1489
2398,953,360,1,3946,13,614,8,2,3.0,0,1,1148
2399,667,102,2,4923,1,3048,9,4,2.0,0,1,2278
2400,1447,379,1,1895,11,4083,7,5,1.61,1,1,1786
2401,93,0,1,7741,14,4340,4,0,3.0,0,0,356
2402,146,0,2,1787,4,2972,5,0,2.0,2,3,2550
2403,451,0,0,7771,13,357,4,0,3.0,0,0,161
2404,390,368,2,6563,6,4195,2,7,1.61,1,1,2216
2405,1412,304,1,1723,9,2272,8,2,3.0,0,1,1649
2406,291,294,1,5979,13,2223,9,4,2.0,0,1,2304
2407,979,334,2,3084,10,146,0,3,1.61,2,0,37
2408,221,391,2,7442,5,426,0,3,1.61,2,0,180
2409,1242,290,2,1165,1,1834,2,7,1.61,1,1,1935
2410,966,317,1,4961,0,2582,2,7,1.61,1,1,1225
2411,350,59,2,5847,4,327,6,6,3.0,1,1,304
2412,1454,327,1,2869,9,5680,6,6,3.0,1,1,2956
2413,891,219,2,5342,5,769,2,7,1.61,1,1,155
2414,450,325,1,4986,6,1627,7,5,1.61,1,1,1456
2415,1097,393,1,6693,3,1405,7,5,1.61,1,1,1628
2416,1192,342,2,5880,13,3511,8,2,3.0,0,1,2004
2417,367,19,1,2975,5,4718,2,7,1.61,1,1,2539
2418,426,330,2,4708,6,832,1,1,1.0,2,1,1300
2419,1276,397,1,2802,9,1376,1,1,1.0,2,1,1658
2420,978,379,1,2266,4,5561,6,6,3.0,1,1,868
2421,984,321,1,5736,13,2394,9,4,2.0,0,1,2513
2422,1515,341,1,735,8,2083,1,1,1.0,2,1,1642
2423,1209,86,1,88,5,897,7,5,1.61,1,1,1040
2424,61,0,1,510,14,2984,5,0,2.0,2,3,2208
2425,967,0,2,320,3,4321,5,0,2.0,2,3,2816
2426,1449,346,1,2105,8,5392,1,1,1.0,2,1,2754
2427,247,319,1,611,5,4909,9,4,2.0,0,1,586
2428,1554,103,1,1494,9,2485,1,1,1.0,2,1,563
2429,544,323,2,4839,4,5707,8,2,3.0,0,1,2058
2430,321,0,1,5455,6,3195,4,0,3.0,0,0,424
2431,1391,0,1,2716,11,1229,5,0,2.0,2,3,1792
2432,1194,0,2,652,1,458,5,0,2.0,2,3,1550
2433,891,0,2,5294,5,790,5,0,2.0,2,3,1155
2434,503,160,1,5731,6,1494,1,1,1.0,2,1,1577
2435,838,0,1,7135,1,4009,4,0,3.0,0,0,339
2436,374,350,2,935,5,2780,9,4,2.0,0,1,805
2437,181,0,2,6450,0,3657,5,0,2.0,2,3,3254
2438,475,241,4,5110,13,3904,1,1,1.0,2,1,1158
2439,265,0,1,7810,6,3818,4,0,3.0,0,0,154
2440,165,405,2,1954,4,5746,2,7,1.61,1,1,1603
2441,1473,380,1,809,8,1636,3,8,2.0,2,2,1125
2442,826,384,1,5099,13,5773,3,8,2.0,2,2,2088
2443,1274,377,1,5310,8,3544,1,1,1.0,2,1,1079
2444,352,305,1,1577,5,1963,8,2,3.0,0,1,1229
2445,32,316,1,7786,4,1727,0,3,1.61,2,0,189
2446,1265,0,1,7120,9,82,5,0,2.0,2,3,547
2447,614,338,1,6740,6,1370,3,8,2.0,2,2,971
2448,923,351,2,348,13,2802,6,6,3.0,1,1,1013
2449,65,374,1,4028,4,1457,0,3,1.61,2,0,59
2450,1464,377,1,859,8,5364,3,8,2.0,2,2,2079
2451,1492,343,1,4067,9,4147,8,2,3.0,0,1,2495
2452,606,295,1,1605,10,1038,6,6,3.0,1,1,1410
2453,537,299,1,4697,5,2398,6,6,3.0,1,1,1119
2454,1452,323,1,90,9,4394,6,6,3.0,1,1,2625
2455,1352,388,1,3208,8,3321,8,2,3.0,0,1,2439
2456,950,63,0,5829,5,2682,3,8,2.0,2,2,2464
2457,182,318,1,6418,0,5066,8,2,3.0,0,1,3034
2458,1047,327,2,5378,3,4686,9,4,2.0,0,1,1930
2459,1121,393,2,1211,6,4210,7,5,1.61,1,1,1925
2460,61,48,1,523,14,3070,7,5,1.61,1,1,1696
2461,383,149,2,4077,6,2786,6,6,3.0,1,1,1792
2462,887,410,2,4203,0,1353,8,2,3.0,0,1,1359
2463,1463,389,1,2220,9,4974,9,4,2.0,0,1,2751
2464,937,172,1,3528,3,2560,1,1,1.0,2,1,2275
2465,692,298,2,2463,10,5244,7,5,1.61,1,1,2869
2466,538,325,2,1244,10,5099,8,2,3.0,0,1,1436
2467,639,314,2,4027,0,3826,1,1,1.0,2,1,488
2468,630,403,1,4351,13,5762,2,7,1.61,1,1,3171
2469,578,310,2,0,13,1852,6,6,3.0,1,1,1658
2470,293,252,2,6582,3,4383,0,3,1.61,2,0,522
2471,1113,228,2,6447,13,4060,7,5,1.61,1,1,1530
2472,942,391,2,6270,6,4453,0,3,1.61,2,0,179
2473,937,172,1,3535,3,2492,7,5,1.61,1,1,353
2474,1277,99,1,5615,9,1250,8,2,3.0,0,1,561
2475,281,0,1,1751,5,2508,4,0,3.0,0,0,348
2476,1312,0,1,1559,9,1051,5,0,2.0,2,3,1782
2477,718,136,2,7003,10,4259,9,4,2.0,0,1,2667
2478,1510,309,1,4479,9,4567,7,5,1.61,1,1,1143
2479,4,69,2,315,14,4459,0,3,1.61,2,0,830
2480,1159,289,2,2460,10,4630,0,3,1.61,2,0,712
2481,260,358,1,6653,3,2832,7,5,1.61,1,1,1017
2482,280,361,1,5600,4,2957,8,2,3.0,0,1,1373
2483,239,328,2,5948,5,4783,3,8,2.0,2,2,2259
2484,101,0,1,0,7,176,5,0,2.0,2,3,905
2485,593,370,3,2443,13,1432,2,7,1.61,1,1,589
2486,67,0,1,2870,14,2003,4,0,3.0,0,0,206
2487,1034,348,2,697,13,3453,0,3,1.61,2,0,305
2488,735,383,1,5605,6,4737,7,5,1.61,1,1,2252
2489,558,306,1,156,10,2396,9,4,2.0,0,1,1371
2490,754,412,2,7437,6,925,2,7,1.61,1,1,593
2491,1350,352,1,3871,9,2121,0,3,1.61,2,0,77
2492,107,0,1,4712,7,140,5,0,2.0,2,3,724
2493,1424,275,1,182,11,4929,9,4,2.0,0,1,2905
2494,672,312,1,4774,6,4534,1,1,1.0,2,1,2196
2495,1421,308,1,4806,11,953,6,6,3.0,1,1,1807
2496,795,332,2,4550,4,728,7,5,1.61,1,1,701
2497,778,350,2,5486,6,5073,8,2,3.0,0,1,616
2498,226,227,2,1850,0,1678,9,4,2.0,0,1,1684
2499,1201,339,2,1318,6,4701,9,4,2.0,0,1,2031
2500,1350,0,1,2146,9,1994,5,0,2.0,2,3,2206
2501,1052,233,2,2720,6,4496,8,2,3.0,0,1,1501
2502,499,316,2,3847,0,605,9,4,2.0,0,1,483
2503,1375,397,1,3350,8,280,6,6,3.0,1,1,565
2504,942,391,2,4406,6,4482,9,4,2.0,0,1,2073
2505,623,384,1,4973,13,4924,9,4,2.0,0,1,2587
2506,884,400,2,1021,13,902,9,4,2.0,0,1,524
2507,285,326,1,1908,15,5620,7,5,1.61,1,1,2454
2508,582,0,1,6308,5,1975,5,0,2.0,2,3,2156
2509,730,397,1,2714,13,3642,3,8,2.0,2,2,2154
2510,779,358,2,864,6,822,2,7,1.61,1,1,462
2511,940,330,1,4281,5,3241,8,2,3.0,0,1,2490
2512,934,298,1,6351,13,781,3,8,2.0,2,2,1157
2513,233,299,2,428,13,2976,6,6,3.0,1,1,2239
2514,680,395,1,6507,13,5127,8,2,3.0,0,1,1582
2515,1250,338,1,4480,13,4786,1,1,1.0,2,1,2926
2516,528,244,2,2744,3,4450,8,2,3.0,0,1,3426
2517,1490,372,1,2642,9,3729,7,5,1.61,1,1,1120
2518,983,0,2,4992,13,10,5,0,2.0,2,3,654
2519,1444,406,1,2102,9,175,9,4,2.0,0,1,855
2520,842,350,2,5833,10,2833,9,4,2.0,0,1,1656
2521,1099,112,2,0,10,4044,2,7,1.61,1,1,2738
2522,144,0,1,0,14,2470,5,0,2.0,2,3,1822
2523,553,204,1,207,13,5605,1,1,1.0,2,1,3192
2524,509,381,1,6699,5,2378,8,2,3.0,0,1,1100
2525,1225,198,2,7307,3,545,2,7,1.61,1,1,559
2526,881,351,2,4458,5,3008,2,7,1.61,1,1,2630
2527,314,352,2,7581,6,4008,0,3,1.61,2,0,912
2528,504,400,1,3716,12,4741,8,2,3.0,0,1,3322
2529,783,0,1,2308,0,5267,5,0,2.0,2,3,3240
2530,503,160,1,5733,6,1450,8,2,3.0,0,1,1334
2531,1496,55,1,1367,9,3145,7,5,1.61,1,1,1633
2532,633,302,2,4121,2,3971,6,6,3.0,1,1,2358
2533,6,0,1,4590,14,1948,5,0,2.0,2,3,2053
2534,1544,404,0,1463,9,4144,8,2,3.0,0,1,1907
2535,305,214,2,5133,6,5742,2,7,1.61,1,1,3463
2536,569,314,1,2171,12,2170,6,6,3.0,1,1,883
2537,680,395,1,6512,13,5085,7,5,1.61,1,1,1430
2538,780,152,1,3988,13,2295,6,6,3.0,1,1,1161
2539,247,319,1,607,5,4867,6,6,3.0,1,1,3065
2540,306,245,3,6452,6,1546,1,1,1.0,2,1,1244
2541,304,118,2,5479,5,1916,8,2,3.0,0,1,1634
2542,1004,297,2,274,13,1329,8,2,3.0,0,1,1031
2543,721,329,2,2575,13,1395,2,7,1.61,1,1,1044
2544,418,259,2,5004,5,2073,6,6,3.0,1,1,1343
2545,10,224,2,0,14,2532,7,5,1.61,1,1,674
2546,1158,402,1,4889,4,2051,3,8,2.0,2,2,949
2547,576,291,1,0,6,4334,6,6,3.0,1,1,1954
2548,1379,390,1,7491,9,4643,8,2,3.0,0,1,2015
2549,688,384,1,3735,13,2876,9,4,2.0,0,1,3306
2550,1119,0,2,4131,10,346,5,0,2.0,2,3,700
2551,1501,23,1,0,8,1807,1,1,1.0,2,1,961
2552,588,217,4,2035,3,3445,6,6,3.0,1,1,1480
2553,1502,350,1,3850,9,2847,8,2,3.0,0,1,1180
2554,1339,237,1,4680,9,4975,2,7,1.61,1,1,1525
2555,456,273,1,5292,5,4979,6,6,3.0,1,1,2761
2556,891,219,2,5336,5,733,3,8,2.0,2,2,332
2557,394,0,1,282,3,4540,5,0,2.0,2,3,2648
2558,900,355,1,466,5,102,7,5,1.61,1,1,547
2559,284,407,2,3200,13,4048,1,1,1.0,2,1,507
2560,141,285,1,2922,7,2592,1,1,1.0,2,1,1314
2561,1375,397,1,0,8,299,9,4,2.0,0,1,604
2562,534,309,1,3886,0,5554,6,6,3.0,1,1,1715
2563,1033,0,1,7527,13,2605,5,0,2.0,2,3,1660
2564,521,354,2,5400,3,4970,6,6,3.0,1,1,2670
2565,1405,223,1,516,8,4312,2,7,1.61,1,1,2585
2566,547,352,1,5667,13,5204,8,2,3.0,0,1,1454
2567,649,0,3,4624,6,2129,5,0,2.0,2,3,1105
2568,42,273,1,2653,14,112,7,5,1.61,1,1,612
2569,401,273,4,3524,3,3229,7,5,1.61,1,1,2799
2570,1238,355,2,6372,6,4519,6,6,3.0,1,1,2501
2571,983,0,2,6936,13,61,4,0,3.0,0,0,1
2572,274,402,2,3763,6,4601,6,6,3.0,1,1,2741
2573,1004,297,2,829,13,1345,0,3,1.61,2,0,256
2574,984,321,1,5730,13,2382,6,6,3.0,1,1,1948
2575,55,261,1,5470,7,3281,7,5,1.61,1,1,1154
2576,838,360,1,6990,1,4030,0,3,1.61,2,0,502
2577,477,338,1,5604,3,2854,3,8,2.0,2,2,758
2578,1416,404,1,487,9,3152,7,5,1.61,1,1,1970
2579,1399,366,1,2355,8,1528,9,4,2.0,0,1,1296
2580,961,333,2,3020,6,3428,8,2,3.0,0,1,2497
2581,142,0,2,6251,14,302,5,0,2.0,2,3,732
2582,609,405,1,5627,13,2409,0,3,1.61,2,0,89
2583,816,155,1,1673,13,3023,6,6,3.0,1,1,1315
2584,787,398,1,2856,5,2068,6,6,3.0,1,1,1825
2585,1257,0,1,5969,5,2062,5,0,2.0,2,3,2733
2586,590,0,1,7861,5,435,4,0,3.0,0,0,113
2587,1532,339,1,150,9,4718,3,8,2.0,2,2,2846
2588,638,391,1,4537,13,2784,3,8,2.0,2,2,1287
2589,430,0,1,4111,0,5333,5,0,2.0,2,3,3356
2590,1265,406,1,0,9,116,3,8,2.0,2,2,755
2591,17,133,1,5052,14,1411,8,2,3.0,0,1,1078
2592,734,355,1,449,5,873,3,8,2.0,2,2,426
2593,1337,372,1,4515,9,2250,7,5,1.61,1,1,1296
2594,871,296,2,7201,5,2926,7,5,1.61,1,1,1361
2595,784,0,1,830,3,1196,4,0,3.0,0,0,475
2596,1015,48,1,5851,1,3615,9,4,2.0,0,1,2473
2597,52,88,1,5386,7,2027,7,5,1.61,1,1,1013
2598,172,0,1,30,0,4328,5,0,2.0,2,3,2254
2599,156,285,1,661,4,5569,6,6,3.0,1,1,3320
2600,1218,334,2,6894,4,4427,0,3,1.61,2,0,678
2601,517,281,0,6417,5,782,6,6,3.0,1,1,1470
2602,1224,280,1,6076,0,2906,9,4,2.0,0,1,2180
2603,435,323,1,3868,12,611,7,5,1.61,1,1,673
2604,927,348,1,833,3,4449,2,7,1.61,1,1,2631
2605,982,395,2,1106,6,2446,2,7,1.61,1,1,1439
2606,70,388,1,0,14,585,6,6,3.0,1,1,442
2607,557,31,2,2046,3,4410,7,5,1.61,1,1,2454
2608,992,257,1,1466,6,2465,6,6,3.0,1,1,1531
2609,483,323,1,5843,13,4883,7,5,1.61,1,1,2362
2610,1282,254,1,3511,8,2689,3,8,2.0,2,2,1992
2611,1154,320,2,4001,13,773,7,5,1.61,1,1,553
2612,1285,397,1,1266,9,1859,1,1,1.0,2,1,673
2613,801,0,0,7850,13,1929,4,0,3.0,0,0,205
2614,628,218,2,2159,5,1033,3,8,2.0,2,2,1080
2615,538,0,2,1235,10,5106,5,0,2.0,2,3,3399
2616,77,209,1,2255,14,3850,2,7,1.61,1,1,2230
2617,310,390,1,7107,3,3752,3,8,2.0,2,2,1249
2618,511,307,1,6298,6,4548,7,5,1.61,1,1,1644
2619,1367,290,1,54,9,3669,9,4,2.0,0,1,2159
2620,785,283,1,6086,4,3136,0,3,1.61,2,0,126
2621,909,331,1,2040,10,836,8,2,3.0,0,1,413
2622,148,309,2,4472,5,5820,6,6,3.0,1,1,2981
2623,738,391,1,6827,13,2005,2,7,1.61,1,1,995
2624,946,320,1,6312,0,77,7,5,1.61,1,1,758
2625,454,92,1,234,3,2374,2,7,1.61,1,1,2066
2626,246,312,2,986,4,1258,3,8,2.0,2,2,773
2627,367,19,1,2957,5,4682,9,4,2.0,0,1,2147
2628,985,319,1,1124,1,3634,1,1,1.0,2,1,2250
2629,214,353,1,1548,13,1308,9,4,2.0,0,1,1342
2630,1088,315,2,6209,4,5070,1,1,1.0,2,1,2237
2631,764,358,2,1909,13,5659,7,5,1.61,1,1,1242
2632,301,369,2,109,3,1872,8,2,3.0,0,1,1327
2633,652,303,2,3381,0,279,9,4,2.0,0,1,636
2634,1088,315,2,6213,4,5047,6,6,3.0,1,1,2817
2635,1059,0,1,2054,10,3722,5,0,2.0,2,3,3127
2636,943,196,2,2195,13,3784,9,4,2.0,0,1,1984
2637,805,307,2,2387,5,4058,8,2,3.0,0,1,2358
2638,1150,326,1,0,5,154,6,6,3.0,1,1,474
2639,991,299,2,1371,6,4991,6,6,3.0,1,1,2198
2640,89,71,1,6423,14,3558,8,2,3.0,0,1,1088
2641,739,0,1,4573,1,4996,5,0,2.0,2,3,2780
2642,1417,0,1,56,11,2616,5,0,2.0,2,3,2285
2643,156,285,1,670,4,5587,3,8,2.0,2,2,3241
2644,693,367,1,0,5,645,2,7,1.61,1,1,787
2645,1321,241,1,3569,9,2948,6,6,3.0,1,1,2180
2646,1343,247,1,7161,8,1591,2,7,1.61,1,1,2330
2647,1204,244,2,3748,1,2729,1,1,1.0,2,1,901
2648,368,0,1,2117,6,4703,5,0,2.0,2,3,3294
2649,1487,342,1,5588,8,3482,8,2,3.0,0,1,1996
2650,564,108,1,3667,3,3184,9,4,2.0,0,1,1898
2651,1101,402,2,1166,6,5148,1,1,1.0,2,1,2501
2652,1063,353,2,4418,13,4134,8,2,3.0,0,1,1195
2653,1138,378,1,5526,4,4237,2,7,1.61,1,1,2722
2654,823,143,1,1176,5,1649,8,2,3.0,0,1,1069
2655,744,312,1,0,6,2747,1,1,1.0,2,1,1616
2656,921,51,2,5085,6,5681,2,7,1.61,1,1,1082
2657,5,257,1,979,14,3378,9,4,2.0,0,1,2656
2658,216,32,2,0,0,2741,8,2,3.0,0,1,2512
2659,1305,0,1,406,9,2876,5,0,2.0,2,3,1659
2660,479,0,4,6950,5,595,5,0,2.0,2,3,1757
2661,764,358,2,1900,13,5633,8,2,3.0,0,1,1064
2662,1291,164,3,5698,9,5626,1,1,1.0,2,1,2750
2663,792,0,1,2980,1,1850,4,0,3.0,0,0,71
2664,1086,122,1,2496,0,481,6,6,3.0,1,1,285
2665,1073,0,2,1432,13,1132,5,0,2.0,2,3,1667
2666,659,312,1,3211,13,2436,6,6,3.0,1,1,1261
2667,331,377,2,3654,15,384,6,6,3.0,1,1,1388
2668,1030,193,2,5345,5,58,6,6,3.0,1,1,600
2669,364,0,1,5297,0,3151,5,0,2.0,2,3,2646
2670,665,387,1,5031,13,3582,9,4,2.0,0,1,1315
2671,12,44,1,3159,14,1293,8,2,3.0,0,1,959
2672,1442,319,1,1719,9,3167,9,4,2.0,0,1,1026
2673,1116,30,2,737,0,3967,1,1,1.0,2,1,2174
2674,1170,378,2,2948,5,3685,7,5,1.61,1,1,2402
2675,1359,0,0,7658,11,5430,5,0,2.0,2,3,2868
2676,134,318,1,719,7,4180,1,1,1.0,2,1,2698
2677,977,232,1,0,3,3043,1,1,1.0,2,1,2382
2678,949,79,4,688,10,3237,0,3,1.61,2,0,431
2679,1456,359,1,6945,9,1793,1,1,1.0,2,1,1639
2680,1037,57,3,3175,3,5067,1,1,1.0,2,1,3361
2681,1308,361,1,5947,9,4872,8,2,3.0,0,1,1226
2682,1416,404,1,484,9,3163,8,2,3.0,0,1,2449
2683,1087,18,1,2493,3,1214,9,4,2.0,0,1,1204
2684,907,273,1,5154,3,1055,1,1,1.0,2,1,1127
2685,675,357,2,3188,13,3767,9,4,2.0,0,1,1804
2686,903,18,2,1791,13,2009,3,8,2.0,2,2,1581
2687,1386,0,1,0,8,3991,5,0,2.0,2,3,3346
2688,948,388,1,3961,4,1212,9,4,2.0,0,1,1475
2689,1530,377,1,626,9,4253,8,2,3.0,0,1,2411
2690,1541,383,1,7444,8,317,1,1,1.0,2,1,926
2691,1427,329,1,1342,9,4143,8,2,3.0,0,1,1187
2692,1204,244,2,5650,1,2772,0,3,1.61,2,0,106
2693,391,0,2,4021,6,3780,5,0,2.0,2,3,2392
2694,889,405,1,5577,4,5850,9,4,2.0,0,1,2251
2695,1378,164,1,4539,8,2870,6,6,3.0,1,1,2527
2696,1276,397,1,2813,9,1373,9,4,2.0,0,1,1975
2697,184,364,0,7185,4,1591,0,3,1.61,2,0,186
2698,29,80,1,1663,14,1306,9,4,2.0,0,1,1169
2699,36,287,1,7364,14,5153,1,1,1.0,2,1,2495
2700,204,191,1,3601,6,1105,2,7,1.61,1,1,708
2701,1481,324,1,2914,9,1965,1,1,1.0,2,1,1866
2702,441,0,1,3977,10,3983,4,0,3.0,0,0,336
2703,905,369,1,0,1,1375,7,5,1.61,1,1,842
2704,241,356,2,1507,6,1828,1,1,1.0,2,1,811
2705,55,261,1,5468,7,3308,9,4,2.0,0,1,1036
2706,994,384,1,4906,13,2657,7,5,1.61,1,1,680
2707,1247,267,1,2758,5,601,2,7,1.61,1,1,509
2708,1308,361,1,5945,9,4880,6,6,3.0,1,1,2824
2709,178,398,0,3674,6,659,3,8,2.0,2,2,883
2710,212,407,1,1236,6,1541,6,6,3.0,1,1,2067
2711,1423,394,1,6237,9,7,8,2,3.0,0,1,70
2712,1201,339,2,1314,6,4773,8,2,3.0,0,1,1919
2713,399,106,2,261,13,761,7,5,1.61,1,1,332
2714,379,315,2,1515,3,196,8,2,3.0,0,1,351
2715,1115,0,1,2417,1,1288,4,0,3.0,0,0,151
2716,757,326,1,6994,13,3391,8,2,3.0,0,1,2732
2717,1235,313,2,7169,4,5415,2,7,1.61,1,1,2671
2718,440,0,2,1759,5,1642,4,0,3.0,0,0,287
2719,1002,319,2,4035,6,3559,2,7,1.61,1,1,2394
2720,886,5,1,7079,1,2717,9,4,2.0,0,1,2000
2721,27,397,1,1304,4,480,3,8,2.0,2,2,405
2722,1212,403,2,6604,13,1582,7,5,1.61,1,1,1940
2723,462,0,2,7393,3,4337,5,0,2.0,2,3,3226
2724,142,287,2,6261,14,349,8,2,3.0,0,1,482
2725,939,311,2,4612,10,5296,6,6,3.0,1,1,2066
2726,218,396,2,1640,3,3490,3,8,2.0,2,2,1921
2727,1180,385,2,5681,5,4308,8,2,3.0,0,1,2436
2728,413,26,2,7803,12,3925,0,3,1.61,2,0,155
2729,656,315,2,478,5,4172,3,8,2.0,2,2,507
2730,534,309,1,3910,0,5551,2,7,1.61,1,1,1869
2731,1285,397,1,1274,9,1887,7,5,1.61,1,1,498
2732,491,337,1,2813,15,4226,9,4,2.0,0,1,2854
